index,width,height,span,covering,num_longitude,diameter_longitude,num_hoop,diameter_hoop,concrete_stress,deflection,F_resistance,,
405,38,32,300,4,4,1.4,13,0.8,0.000268,0.492,684,,
406,38,32,300,4,4,1.4,13,0.8,0.000268,0.577,798,,
407,38,32,300,4,4,1.4,13,0.8,0.000268,0.62,855,,
408,38,32,300,4,4,1.4,13,0.8,0.000268,0.624,861,,
409,38,32,300,4,4,1.4,13,0.8,0.000268,0.628,866,,
410,38,32,300,4,4,1.4,13,0.8,0.000268,0.633,872,,
411,38,32,300,4,4,1.4,13,0.8,0.000268,0.646,889,,
412,38,32,300,4,4,1.4,13,0.8,0.000268,0.663,912,,
413,38,32,300,4,4,1.4,13,0.8,0.000268,0.68,935,,
414,38,32,300,4,4,1.4,13,0.8,0.000268,1.39,969,,
415,38,32,300,4,4,1.4,13,0.8,0.000268,1.45,1000,,
416,38,32,300,4,4,1.4,13,0.8,0.000268,1.79,1030,,
417,38,32,300,4,4,1.4,13,0.8,0.000268,2.12,1030,,
418,48,40,336,4,4,1.76,15,0.8,0.000268,0.00192,16.1,,
419,48,40,336,4,4,1.76,15,0.8,0.000268,0.00679,48.4,,
420,48,40,336,4,4,1.76,15,0.8,0.000268,0.00904,64.5,,
421,48,40,336,4,4,1.76,15,0.8,0.000268,0.0113,80.6,,
422,48,40,336,4,4,1.76,15,0.8,0.000268,0.0103,88.7,,
423,48,40,336,4,4,1.76,15,0.8,0.000268,0.0126,90.3,,
424,48,40,336,4,4,1.76,15,0.8,0.000268,0.0109,93.5,,
425,48,40,336,4,4,1.76,15,0.8,0.000268,0.0112,96.8,,
426,48,40,336,4,4,1.76,15,0.8,0.000268,0.0158,113,,
427,48,40,336,4,4,1.76,15,0.8,0.000268,0.018,129,,
428,48,40,336,4,4,1.76,15,0.8,0.000268,0.0225,161,,
429,48,40,336,4,4,1.76,15,0.8,0.000268,0.0248,177,,
430,48,40,336,4,4,1.76,15,0.8,0.000268,0.0732,194,,
431,48,40,336,4,4,1.76,15,0.8,0.000268,0.0964,242,,
432,48,40,336,4,4,1.76,15,0.8,0.000268,0.147,323,,
433,48,40,336,4,4,1.76,15,0.8,0.000268,0.207,484,,
434,48,40,336,4,4,1.76,15,0.8,0.000268,0.344,806,,
435,48,40,336,4,4,1.76,15,0.8,0.000268,0.454,1130,,
436,48,40,336,4,4,1.76,15,0.8,0.000268,0.476,1290,,
437,48,40,336,4,4,1.76,15,0.8,0.000268,0.694,1450,,
438,48,40,336,4,4,1.76,15,0.8,0.000268,0.735,1530,,
439,48,40,336,4,4,1.76,15,0.8,0.000268,0.704,1580,,
440,48,40,336,4,4,1.76,15,0.8,0.000268,0.779,1610,,
441,48,40,336,4,4,1.76,15,0.8,0.000268,0.757,1690,,
442,48,40,336,4,4,1.76,15,0.8,0.000268,0.78,1740,,
443,48,40,336,4,4,1.76,15,0.8,0.000268,1.28,1810,,
444,48,40,336,4,4,1.76,15,0.8,0.000268,1.69,1940,,
445,48,40,336,4,4,1.76,15,0.8,0.000268,2.3,2100,,
446,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.00528,90,,
447,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.0111,180,,
448,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.0138,225,,
449,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.0165,270,,
450,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.022,360,,
451,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.033,540,,
452,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.0341,558,,
453,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.0896,572,,
454,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.0921,585,,
455,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.101,630,,
456,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.118,720,,
457,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.145,900,,
458,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.306,1800,,
459,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.703,3600,,
460,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.758,3870,,
461,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.796,4050,,
462,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.814,4140,,
463,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.833,4230,,
464,300,24,300,3.6,19,1.2,15,0.6,0.000268,0.889,4500,,
465,300,24,300,3.6,19,1.2,15,0.6,0.000268,1.16,5400,,
466,300,24,300,3.6,19,1.2,15,0.6,0.000268,2.04,5490,,
467,300,24,300,3.6,19,1.2,15,0.6,0.000268,2.08,5580,,
468,300,24,300,3.6,19,1.2,15,0.6,0.000268,2.28,5850,,
469,300,24,300,3.6,19,1.2,15,0.6,0.000268,2.31,5850,,
470,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.0237,49.5,,
471,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.0308,64.4,,
472,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.0379,79.2,,
473,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.0473,99,,
474,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.071,149,,
475,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.078,163,,
476,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.0804,168,,
477,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.125,173,,
478,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.147,198,,
479,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.172,248,,
480,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.338,396,,
481,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.444,495,,
482,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.484,594,,
483,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.746,990,,
484,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.97,1110,,
485,150,20,330,3.2,10,1.07,17,0.6,0.000268,0.993,1140,,
486,150,20,330,3.2,10,1.07,17,0.6,0.000268,1.06,1090,,
487,150,20,330,3.2,10,1.07,17,0.6,0.000268,1.09,1240,,
488,150,20,330,3.2,10,1.07,17,0.6,0.000268,1.13,1290,,
489,150,20,330,3.2,10,1.07,17,0.6,0.000268,1.18,1340,,
490,150,20,330,3.2,10,1.07,17,0.6,0.000268,1.8,1360,,
491,150,20,330,3.2,10,1.07,17,0.6,0.000268,1.83,1390,,
492,150,20,330,3.2,10,1.07,17,0.6,0.000268,3.26,1440,,
493,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.053,65.4,,
494,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.0711,98,,
495,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.0853,118,,
496,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.0901,124,,
497,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.165,131,,
498,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.269,196,,
499,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.452,327,,
500,172,18,380,3.2,11,1.03,19,0.6,0.000268,0.851,523,,
501,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.18,654,,
502,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.21,719,,
503,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.17,752,,
504,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.2,771,,
505,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.21,778,,
506,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.22,784,,
507,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.33,850,,
508,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.32,915,,
509,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.37,948,,
510,172,18,380,3.2,11,1.03,19,0.6,0.000268,1.39,961,,
511,172,18,380,3.2,11,1.03,19,0.6,0.000268,2.38,980,,
512,172,18,380,3.2,11,1.03,19,0.6,0.000268,2.61,1010,,
513,172,18,380,3.2,11,1.03,19,0.6,0.000268,4.58,1010,,
516,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.0553,79.8,,
517,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.072,104,,
518,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.083,120,,
519,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.111,160,,
520,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.179,168,,
521,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.198,184,,
522,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.203,200,,
523,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.232,223,,
524,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.332,239,,
525,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.41,319,,
526,190,20,420,3.2,12,1.1,21,0.6,0.000268,0.921,638,,
527,190,20,420,3.2,12,1.1,21,0.6,0.000268,1.19,798,,
528,190,20,420,3.2,12,1.1,21,0.6,0.000268,1.23,958,,
529,190,20,420,3.2,12,1.1,21,0.6,0.000268,1.24,966,,
530,190,20,420,3.2,12,1.1,21,0.6,0.000268,1.26,982,,
531,190,20,420,3.2,12,1.1,21,0.6,0.000268,1.29,998,,
532,190,20,420,3.2,12,1.1,21,0.6,0.000268,1.34,1040,,
533,190,20,420,3.2,12,1.1,21,0.6,0.000268,1.83,1120,,
534,190,20,420,3.2,12,1.1,21,0.6,0.000268,2.37,1200,,
535,190,20,420,3.2,12,1.1,21,0.6,0.000268,2.54,1280,,
536,190,20,420,3.2,12,1.1,21,0.6,0.000268,2.94,1320,,
537,190,20,420,3.2,12,1.1,21,0.6,0.000268,3.04,1360,,
538,190,20,420,3.2,12,1.1,21,0.6,0.000268,4.69,1360,,
539,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.00319,130,,
540,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0109,389,,
541,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0144,518,,
542,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0166,596,,
543,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.018,648,,
544,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0252,907,,
545,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0288,1040,,
546,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0324,1170,,
547,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0342,1230,,
548,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0887,1270,,
549,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.0909,1300,,
550,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.206,2590,,
551,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.311,3890,,
552,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.513,6480,,
553,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.791,9070,,
554,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.815,9330,,
555,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.833,9530,,
556,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.842,9620,,
557,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.851,9720,,
558,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.87,9910,,
559,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.85,10400,,
560,360,36,360,3.6,16,1.58,20,0.6,0.000268,0.888,10100,,
561,360,36,360,3.6,16,1.58,20,0.6,0.000268,1.17,11700,,
562,360,36,360,3.6,16,1.58,20,0.6,0.000268,1.31,13000,,
563,360,36,360,3.6,16,1.58,20,0.6,0.000268,1.67,14500,,
564,360,36,360,3.6,16,1.58,20,0.6,0.000268,1.89,14500,,
565,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.00325,130,,
566,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0056,194,,
567,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0111,389,,
568,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0147,518,,
569,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0165,583,,
570,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0184,648,,
571,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.022,778,,
572,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0257,907,,
573,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0744,972,,
574,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0812,1040,,
575,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.0893,1170,,
576,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.108,1300,,
577,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.22,2590,,
578,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.307,3890,,
579,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.579,6480,,
580,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.709,7780,,
581,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.718,8420,,
582,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.782,8530,,
583,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.79,8620,,
584,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.864,8810,,
585,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.833,9070,,
586,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.845,9200,,
587,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.858,9330,,
588,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.896,9720,,
589,360,36,360,3.6,16,1.09,20,0.6,0.000268,0.959,10400,,
590,360,36,360,3.6,16,1.09,20,0.6,0.000268,1.32,11700,,
591,360,36,360,3.6,16,1.09,20,0.6,0.000268,1.4,12300,,
592,360,36,360,3.6,16,1.09,20,0.6,0.000268,1.65,13000,,
593,360,36,360,3.6,16,1.09,20,0.6,0.000268,1.85,14300,,
594,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.00941,86.4,,
595,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.0187,173,,
596,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.0233,216,,
597,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.028,259,,
598,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.0373,346,,
599,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.0466,432,,
600,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.0475,441,,
601,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.0485,449,,
602,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.114,458,,
603,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.119,475,,
604,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.131,518,,
605,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.156,605,,
606,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.245,691,,
607,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.27,778,,
608,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.307,864,,
609,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.588,1730,,
610,240,25,360,3.6,15,1.36,18,0.6,0.000268,0.916,2590,,
611,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.03,2760,,
612,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.06,2850,,
613,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.07,2870,,
614,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.08,2890,,
615,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.1,2940,,
616,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.13,3020,,
617,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.5,3460,,
618,240,25,360,3.6,15,1.36,18,0.6,0.000268,1.58,3630,,
619,240,25,360,3.6,15,1.36,18,0.6,0.000268,2.19,3720,,
620,240,25,360,3.6,15,1.36,18,0.6,0.000268,2.32,3800,,
621,240,25,360,3.6,15,1.36,18,0.6,0.000268,2.38,3890,,
622,240,25,360,3.6,15,1.36,18,0.6,0.000268,2.99,3890,,
623,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.0106,86.4,,
624,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.019,173,,
625,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.0237,216,,
626,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.0285,259,,
627,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.0332,302,,
628,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.0341,311,,
629,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.0351,320,,
630,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.107,328,,
631,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.11,346,,
632,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.16,518,,
633,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.243,605,,
634,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.26,691,,
635,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.314,778,,
636,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.341,864,,
637,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.719,1730,,
638,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.829,2160,,
639,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.937,2420,,
640,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.973,2510,,
641,240,25,360,3.6,15,0.95,18,0.6,0.000268,0.992,2550,,
642,240,25,360,3.6,15,0.95,18,0.6,0.000268,1.01,2590,,
643,240,25,360,3.6,15,0.95,18,0.6,0.000268,1.32,3020,,
644,240,25,360,3.6,15,0.95,18,0.6,0.000268,1.44,3280,,
645,240,25,360,3.6,15,0.95,18,0.6,0.000268,1.48,3370,,
646,240,25,360,3.6,15,0.95,18,0.6,0.000268,1.5,3410,,
647,240,25,360,3.6,15,0.95,18,0.6,0.000268,2.02,3460,,
648,240,25,360,3.6,15,0.95,18,0.6,0.000268,2.2,3630,,
649,240,25,360,3.6,15,0.95,18,0.6,0.000268,2.42,3720,,
650,240,25,360,3.6,15,0.95,18,0.6,0.000268,2.65,3800,,
651,240,25,360,3.6,15,0.95,18,0.6,0.000268,2.72,3890,,
652,240,25,360,3.6,15,0.95,18,0.6,0.000268,2.83,3890,,
653,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.00268,130,,
654,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.0109,389,,
655,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.0145,518,,
656,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.0181,648,,
657,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.0289,1040,,
658,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.0307,1100,,
659,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.0856,1170,,
660,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.0922,1300,,
661,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.21,2590,,
662,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.337,3890,,
663,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.519,6480,,
664,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.68,7780,,
665,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.801,9070,,
666,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.704,9200,,
667,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.77,9330,,
668,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.804,9720,,
669,360,36,360,3.6,16,1.46,20,0.6,0.000268,0.923,10400,,
670,360,36,360,3.6,16,1.46,20,0.6,0.000268,1.12,11700,,
671,360,36,360,3.6,16,1.46,20,0.6,0.000268,1.14,11900,,
672,360,36,360,3.6,16,1.46,20,0.6,0.000268,1.49,12300,,
673,360,36,360,3.6,16,1.46,20,0.6,0.000268,1.57,13000,,
674,360,36,360,3.6,16,1.46,20,0.6,0.000268,1.75,14300,,
675,360,36,360,3.6,16,1.46,20,0.6,0.000268,1.83,14300,,
676,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.00684,176,,
677,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.0223,529,,
678,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.026,617,,
679,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.0297,706,,
680,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.0444,1060,,
681,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.0518,1230,,
682,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.0541,1290,,
683,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.114,1320,,
684,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.123,1410,,
685,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.159,1760,,
686,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.534,5290,,
687,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.835,7940,,
688,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.894,8470,,
689,420,35,420,3.6,26,1.47,21,0.6,0.000268,0.933,8820,,
690,420,35,420,3.6,26,1.47,21,0.6,0.000268,1.08,9170,,
691,420,35,420,3.6,26,1.47,21,0.6,0.000268,1.15,9700,,
692,420,35,420,3.6,26,1.47,21,0.6,0.000268,1.6,10600,,
693,420,35,420,3.6,26,1.47,21,0.6,0.000268,1.68,11100,,
694,420,35,420,3.6,26,1.47,21,0.6,0.000268,1.79,11300,,
695,420,35,420,3.6,26,1.47,21,0.6,0.000268,2.63,11500,,
696,420,35,420,3.6,26,1.47,21,0.6,0.000268,2.79,12300,,
697,420,35,420,3.6,26,1.47,21,0.6,0.000268,2.89,12300,,
699,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.00501,60,,
700,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.0085,120,,
701,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.0147,180,,
702,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.0196,240,,
703,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.0245,300,,
704,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.116,600,,
705,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.116,600,,
706,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.303,1200,,
707,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.42,1800,,
708,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.732,3000,,
709,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.748,3060,,
710,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.763,3120,,
711,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.827,3150,,
712,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.829,3160,,
713,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.832,3170,,
714,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.835,3180,,
715,200,26,300,3.6,13,1.23,15,0.6,0.000268,0.868,3300,,
716,200,26,300,3.6,13,1.23,15,0.6,0.000268,1.02,3600,,
717,200,26,300,3.6,13,1.23,15,0.6,0.000268,1.28,4200,,
718,200,26,300,3.6,13,1.23,15,0.6,0.000268,1.38,4500,,
719,200,26,300,3.6,13,1.23,15,0.6,0.000268,1.84,4590,,
720,200,26,300,3.6,13,1.23,15,0.6,0.000268,1.88,4680,,
721,200,26,300,3.6,13,1.23,15,0.6,0.000268,2.03,4800,,
722,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.00947,86.4,,
723,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.0188,173,,
724,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.0235,216,,
725,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.0281,259,,
726,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.0469,432,,
727,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.113,449,,
728,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.12,475,,
729,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.132,518,,
730,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.158,605,,
731,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.184,691,,
732,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.226,864,,
733,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.533,1730,,
734,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.682,2160,,
735,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.881,2590,,
736,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.912,2680,,
737,240,25,360,3.6,15,1.23,18,0.6,0.000268,0.943,2760,,
738,240,25,360,3.6,15,1.23,18,0.6,0.000268,1.15,3020,,
739,240,25,360,3.6,15,1.23,18,0.6,0.000268,1.52,3460,,
740,240,25,360,3.6,15,1.23,18,0.6,0.000268,2.19,3540,,
741,240,25,360,3.6,15,1.23,18,0.6,0.000268,2.4,3630,,
742,240,25,360,3.6,15,1.23,18,0.6,0.000268,2.6,3890,,
743,240,25,360,3.6,15,1.23,18,0.6,0.000268,2.66,3970,,
744,240,25,360,3.6,15,1.23,18,0.6,0.000268,3.04,3970,,
745,280,23,420,3.6,18,1.16,21,0.6,0.000268,0.0197,118,,
746,280,23,420,3.6,18,1.16,21,0.6,0.000268,0.0552,176,,
747,280,23,420,3.6,18,1.16,21,0.6,0.000268,0.0736,235,,
748,280,23,420,3.6,18,1.16,21,0.6,0.000268,0.176,353,,
749,280,23,420,3.6,18,1.16,21,0.6,0.000268,0.347,588,,
750,280,23,420,3.6,18,1.16,21,0.6,0.000268,0.485,823,,
751,280,23,420,3.6,18,1.16,21,0.6,0.000268,0.803,1180,,
752,280,23,420,3.6,18,1.16,21,0.6,0.000268,1.02,1760,,
753,280,23,420,3.6,18,1.16,21,0.6,0.000268,1.22,1880,,
754,280,23,420,3.6,18,1.16,21,0.6,0.000268,1.26,2000,,
755,280,23,420,3.6,18,1.16,21,0.6,0.000268,1.25,2060,,
756,280,23,420,3.6,18,1.16,21,0.6,0.000268,1.27,2080,,
757,280,23,420,3.6,18,1.16,21,0.6,0.000268,1.34,2120,,
758,280,23,420,3.6,18,1.16,21,0.6,0.000268,1.55,2350,,
759,280,23,420,3.6,18,1.16,21,0.6,0.000268,2.19,2590,,
760,280,23,420,3.6,18,1.16,21,0.6,0.000268,2.35,2760,,
761,280,23,420,3.6,18,1.16,21,0.6,0.000268,3.44,2850,,
762,280,23,420,3.6,18,1.16,21,0.6,0.000268,3.4,2940,,
763,280,23,420,3.6,18,1.16,21,0.6,0.000268,4.09,2940,,
768,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.0105,53.8,,
769,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.0157,80.6,,
770,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.0188,96.8,,
771,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.0209,108,,
772,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.0313,161,,
773,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.146,269,,
774,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.127,215,,
775,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.329,430,,
776,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.38,538,,
777,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.732,1080,,
778,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.851,1240,,
779,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.89,1290,,
780,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.929,1340,,
781,168,20,320,3.6,11,1.08,16,0.6,0.000268,0.945,1370,,
